Title,URL,Text,Tag,Author,Date
Early-bird pricing for LevelUp is extended to March 15,https://theobjectivestandard.com/2023/02/early-bird-pricing-for-levelup-is-extended-to-march-15/,"Because we’re still finalizing the (amazing!) program for Objective Standard Institute’s LevelUp, we’ve extended early-bird pricing to March 15. So you can still save 20–50%.","Announcements, LevelUp News",Jackson Upmann,"February 18, 2023"
"Knock at the Cabin, Written, Produced, and Directed by M. Night Shyamalan",https://theobjectivestandard.com/2023/02/knock-at-the-cabin-written-produced-and-directed-by-m-night-shyamalan/,Knock at the Cabin depicts the vile notion that it is moral to sacrifice the person you love most—your highest value—for the benefit of others and/or to appease God.,"Philosophy, Reviews",Thomas Walker-Werth,"February 13, 2023"
And There Was Light: Abraham Lincoln and the American Struggle by Jon Meacham,https://theobjectivestandard.com/2023/02/and-there-was-light-abraham-lincoln-and-the-american-struggle-by-jon-meacham/,What many of Lincoln's contemporaries—and many today—mistook for paradoxes or even contradictions more often reflected the prudence of a leader facing the horrendous task of guiding the United States toward a philosophic principle when unprecedented bloodshed made it sometimes seem safer to disregard that principle.,"History, Politics & Rights, Reviews",Timothy Sandefur,"February 13, 2023"
"Bad Schools and What to Do about Them, with Andrew Bernstein",https://theobjectivestandard.com/2023/02/bad-schools-and-what-to-do-about-them-with-andrew-bernstein/,"Dr. Andrew Bernstein, author of Why Johnny Still Can’t Read or Write or Understand Math: And What We Can Do About It, recently joined me to discuss the problems with American schools today, along with some inspiring solutions.","Education & Parenting, Politics & Rights",Jon Hersey,"February 1, 2023"
Free Speech: A Global History from Socrates to Social Media by Jacob Mchangama,https://theobjectivestandard.com/2023/01/free-speech-a-global-history-from-socrates-to-social-media-by-jacob-mchangama/,"Recently, a growing chorus of voices has become increasingly hostile to free speech. Certain speech, we are told, must be suppressed in order to combat “hate speech,” stop misinformation, and “protect democracy.” But, as Jacob Mchangama explains in his book, Free Speech: A Global History from Socrates to Social Media, these arguments are not new.","Politics & Rights, Reviews",Michael Dahlen,"January 25, 2023"
"Good Riddance to Jacinda Ardern, Arch-Statist",https://theobjectivestandard.com/2023/01/good-riddance-to-jacinda-ardern-arch-statist/,"If Jacinda Ardern were as empathetic, compassionate, and insightful as most reactions to her departure suggest, she would have respected the rights of New Zealanders, including their liberty to travel and to speak their minds freely. She didn’t, and that is how she should be remembered.",Politics & Rights,Thomas Walker-Werth,"January 24, 2023"
James Clear Will Speak at OSI’s LevelUp 2023,https://theobjectivestandard.com/2023/01/james-clear-will-speak-at-osis-levelup-2023/,"James Clear has joined the roster for Objective Standard Institute’s LevelUp 2023, in Phoenix, AZ, June 21–24.","Announcements, LevelUp News",Jackson Upmann,"January 15, 2023"
Five of Richard Branson’s Most Inspiring Moments,https://theobjectivestandard.com/2023/01/five-of-richard-bransons-most-inspiring-moments/,"You may have heard of Virgin Atlantic, Virgin Mobile, or Virgin Galactic, but how much do you know about the mastermind behind all the Virgin companies—a man whose entrepreneurial spirit earned him the nickname Dr. Yes?","Biographies, Good Living",Thomas Walker-Werth,"January 13, 2023"
What Ayn Rand Meant by ‘Americanism’,https://theobjectivestandard.com/2023/01/what-ayn-rand-meant-by-americanism/,"Americanism isn’t a matter of where you live or which government rules over you. It’s a matter of the principles that recognize individuals as individuals with their own minds and lives, and thus enable them to live by the judgment of their own minds.",Politics & Rights,Dan Sanchez,"January 6, 2023"
Why Do Our Political Options Suck?,https://theobjectivestandard.com/2023/01/why-do-our-political-options-suck/,"The stalemate over house speaker brings to mind a question: Isn’t it strange that in a nation of such ambition and inventiveness, our options for political candidates basically range from bad to worse, from senile morons with no understanding of basic economics to ditzy Marxists and outright frauds and crooks?",Politics & Rights,Jon Hersey,"January 5, 2023"
What the Twitter Files Revealed about Power and Censorship,https://theobjectivestandard.com/2022/12/what-the-twitter-files-revealed-about-power-and-censorship/,Responses to the Twitter Files display a fundamental misunderstanding of what censorship is—and point us toward “solutions” far more dangerous than the problem.,Politics & Rights,Jon Hersey,"December 30, 2022"
What Americans Can Learn from Brazil’s Chief Censor,https://theobjectivestandard.com/2022/12/what-americans-can-learn-from-brazils-chief-censor/,"Incitement to violence and the spread of “disinformation” are common rationalizations for expanding government powers to restrict speech, but how does such censorship actually pan out?",Politics & Rights,Jon Hersey,"December 15, 2022"
Are Filmmakers Finally Standing Up to Chinese Censorship?,https://theobjectivestandard.com/2022/12/are-filmmakers-finally-standing-up-to-chinese-censorship/,The Chinese Communist Party perpetrates some of the worst censorship in the modern world. Film companies have a moral responsibility not to sanction the CCP and its horrors by capitulating to them—much less collaborating with them.,"Arts & Culture, Politics & Rights",Angelica Walker-Werth,"December 12, 2022"
This Afterlife: Selected Poems by A. E. Stallings,https://theobjectivestandard.com/2022/12/this-afterlife-selected-poems-by-a-e-stallings/,A. E. Stallings’s distinctive poetry succeeds because it merges a conscientious focus on meaningful content—saying relevant and powerful things about human experiences—with a painstaking attention to formal design. The results are masterpieces of integration.,"Arts & Culture, Reviews",Timothy Sandefur,"December 3, 2022"
"Protesters to China’s Tyrants: ‘Communist Party, Step Down!’",https://theobjectivestandard.com/2022/12/protesters-to-chinas-tyrants-communist-party-step-down/,"On November 25, ten people were killed and nine more were injured in a fire in a residential tower in Urumqi, Xinjiang province. Although such fires are common in China, the Urumqi fire exposed the human cost of China’s unjust “zero-COVID” policy and precipitated some of the most overt antigovernment protests China has seen in decades.",Politics & Rights,Thomas Walker-Werth,"December 2, 2022"
Objective Standard Institute’s Terrific 2022,https://theobjectivestandard.com/2022/12/objective-standard-institutes-terrific-2022/,"TOS’s sister organization, Objective Standard Institute (OSI) has had a wonderfully productive year teaching the rising generation about the importance of philosophy, principles of Objectivism, and related ideas for living fully and advancing liberty.",Announcements,Craig Biddle,"December 2, 2022"
"From the Editor, Winter 2022",https://theobjectivestandard.com/2022/11/from-the-editor-winter-2022/,"Welcome to the Winter 2022 issue of The Objective Standard, which rounds out the journal’s seventeenth year providing conceptual clarity on the basis of rational philosophy.","Announcements, Ayn Rand & Objectivism",Jon Hersey,"November 21, 2022"
"In Memory of Joseph Henry Kroeger, 1937–2022",https://theobjectivestandard.com/2022/11/in-memory-of-joseph-henry-kroeger-1937-2022/,"Joe Kroeger was a delightful man. He was extremely intelligent, highly productive, and enjoyed a long career in the technology sector. But Joe was not merely a man of ability. He also loved human ability.",Announcements,Craig Biddle,"November 21, 2022"
Life Lessons from Literary Tragedies,https://theobjectivestandard.com/2022/11/life-lessons-from-literary-tragedies/,"Superb literary tragedy induces in us unforgettable intellectual-emotional experiences of human error leading to the agonizing downfalls of even great (or formerly great) men. As philosophy, it does not tell but shows us in searing action many major errors to avoid if a flourishing life is our goal.","Arts & Culture, Good Living",Andrew Bernstein,"November 21, 2022"
Six Wistful Winter Poems,https://theobjectivestandard.com/2022/11/six-wistful-winter-poems/,"Including works by Henry Wadsworth Longfellow, Claude McKay, Eliza Cook, Walter de la Mare, and Sara Teasdale.",Arts & Culture,Various Authors,"November 21, 2022"
"The Orville: New Horizons, Created by Seth McFarlane",https://theobjectivestandard.com/2022/11/the-orville-new-horizons-created-by-seth-mcfarlane/,"The Orville: New Horizons explores complex issues in a balanced manner and presents a positive but believable vision of the future, resulting in one of the best science-fiction shows in recent decades.",Arts & Culture,Thomas Walker-Werth,"November 21, 2022"
Soul Celebrations and Spiritual Snacks by Alexandra York,https://theobjectivestandard.com/2022/11/soul-celebrations-and-spiritual-snacks-by-alexandra-york/,"In Soul Celebrations and Spiritual Snacks, York draws our attention to two areas where many could benefit from focusing more and more regularly: the deep need for ongoing spiritual renewal—and numerous specific means by which to attain it.","Good Living, Reviews",Andrew Bernstein,"November 21, 2022"
Smearing Israel from the Ivory Tower,https://theobjectivestandard.com/2022/11/smearing-israel-from-the-ivory-tower/,Israel is the only state in the Middle East that substantially recognizes individual rights. Yet many American and European professors increasingly show support for anti-Israel movements and tyrannical regimes that aim to erase Israel from the map.,Politics & Rights,Faith Quintero,"November 10, 2022"
"Hocus Pocus 2, Directed by Anne Fletcher",https://theobjectivestandard.com/2022/11/hocus-pocus-2-directed-by-anne-fletcher/,"Unfortunately, Hocus Pocus 2 (2022) features only the trappings of the original, with watered-down characters, a weak plot, and no moral message.","Arts & Culture, Reviews",Angelica Walker-Werth,"November 4, 2022"
"The Life and Fate of Vasily Grossman, Banned Russian Novelist",https://theobjectivestandard.com/2022/10/the-life-and-fate-of-vasily-grossman-banned-russian-novelist/,"The life and fate of banned Russian novelist Vasily Grossman is a tragedy worthy of his own novelistic skills. More than fifty years after his passing, we can only imagine what he might have achieved had communist tyranny not stifled him.","Arts & Culture, History",Timothy Sandefur,"October 29, 2022"
